subject,file,link,lineno,CLOC,experience-based,statistics-based,tuning machine,smell
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/feeder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/feeder.py#L12,12,16,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/_cmudict.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/_cmudict.py#L16,16,3,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/utils/__init__.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/utils/__init__.py#L1,1,6,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/attention.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/attention.py#L95,95,3,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/tacotron.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/tacotron.py#L24,24,5,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L5,5,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L21,21,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L92,92,5,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L160,160,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L194,194,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L239,239,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L276,276,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L311,311,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L343,343,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L375,375,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/helpers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/helpers.py#L6,6,9,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/helpers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/helpers.py#L62,62,9,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/custom_decoder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/custom_decoder.py#L13,13,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/custom_decoder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/custom_decoder.py#L18,18,8,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/architecture_wrappers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/architecture_wrappers.py#L16,16,3,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/architecture_wrappers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/architecture_wrappers.py#L46,46,4,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/architecture_wrappers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/architecture_wrappers.py#L67,67,7,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/toolbox/__init__.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/toolbox/__init__.py#L42,42,16,0,0,0,False
